Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
I need to go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I have to go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I will take my leave of you	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to get going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to sign out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to sign out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to skedaddle	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to skedaddle now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to take off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to sign off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I should be going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to scoot now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'd better go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'll chat with you later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'll talk to you later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to get going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to get going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to take off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to log out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta sign out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to go now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to jet	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to jet now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to leave	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to leave now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to sign off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to log off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to get going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to log out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to motor	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to motor now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to run	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to run now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to scoot	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I need to log off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am jetting now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Goodbye	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Gotta go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am going to get going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta skedaddle	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am jetting	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Farewell	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am leaving	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am leaving now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am logging off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am logging off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am logging out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am logging out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am going to get going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Catch you on the flip side	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Adios	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Alright, I'm outta here	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Buh bye	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Bye	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Bye bye	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Bye dude	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Good bye	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Catch you later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
G2G	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Check you later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Ciao	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
CYA	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
C-ya	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Fare thee well	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am running off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Catch ya later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta motor now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am motoring	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta leave	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta leave now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta log off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta log off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta log out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta jet	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta motor	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta run	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta run now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta scoot	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta scoot now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta sign off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta sign off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta log out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am skedaddling	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am running off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am scooting	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am scooting now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am signing off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am signing off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta jet now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am signing out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am motoring now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am skedaddling now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am taking off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am taking off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta get going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta get going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I gotta go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I am signing out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm scooting	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm out of here	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm out the door	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm outta here	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to go now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm running off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm logging out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm scooting now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm signing off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm signing off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm signing out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm signing out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm skedaddling	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm running off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm jetting now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna sign off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna sign out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna sign out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna skedaddle now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna take off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm motoring now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm jetting	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm motoring	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm leaving	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm leaving now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm logging off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm logging off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm logging out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm taking off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna take off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Signing off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm skedaddling now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you later bot	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you later dude	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
see you later homie	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you later, alligator	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you around	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you!	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Taking off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Talk later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Talk to ya later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Talk to you later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Till we meet again	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Time to end this conversation	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you on the flip side	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Later bud	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna scoot	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I've got to go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I've gotta jet	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I've gotta take off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
L8r sk8r	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See you around bud	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Later bot	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm taking off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Later dude	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Peace out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Sayonara	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See ya around	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See ya later	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
See ya on the flip side	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Later alligator	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to go	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to log off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to skedaddle now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to take off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to take off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to sign out now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to get going now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to sign out	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to go now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to jet	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to jet now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to leave now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm gonna sign off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm going to get going	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
Toodle-oo	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to leave	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to leave now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to log off	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to log off now	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
I'm about to skedaddle	Goodbye.	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	93	
